Date,AAPL,AMZN,GOOGL,META,MSFT
2020-01-02,72.79602813720703,94.90049743652344,68.18681335449219,208.981689453125,153.6306610107422
2020-01-03,72.08829498291016,93.74849700927734,67.83010864257812,207.8759307861328,151.71768188476562
2020-01-06,72.66270446777344,95.14399719238281,69.63805389404297,211.7909698486328,152.10986328125
2020-01-07,72.32097625732422,95.34300231933594,69.50354766845703,212.24920654296875,150.72299194335938
2020-01-08,73.48434448242188,94.59850311279297,69.99824523925781,214.4010009765625,153.1237335205078
2020-01-09,75.04521179199219,95.05249786376953,70.73308563232422,217.46926879882812,155.03671264648438
2020-01-10,75.21487426757812,94.15799713134766,71.18992614746094,217.23019409179688,154.3193817138672
2020-01-13,76.82178497314453,94.56500244140625,71.7414321899414,221.0655517578125,156.17495727539062
2020-01-14,75.78443908691406,93.47200012207031,71.2711410522461,218.2263946533203,155.07498168945312
2020-01-15,75.45966339111328,93.10099792480469,71.70008087158203,220.30844116210938,156.0792999267578
2020-01-16,76.40491485595703,93.89700317382812,72.24610900878906,220.92608642578125,158.939208984375
2020-01-17,77.25079345703125,93.23600006103516,73.70880126953125,221.29466247558594,159.82872009277344
2020-01-21,76.72727966308594,94.5999984741211,73.84480285644531,220.5973358154297,159.25482177734375
2020-01-22,77.00114440917969,94.37300109863281,73.92550659179688,220.47779846191406,158.48965454101562
2020-01-23,77.3719711303711,94.22899627685547,73.96636199951172,218.9237060546875,159.4652862548828
2020-01-24,77.14899444580078,93.08200073242188,73.04371643066406,217.1106414794922,157.85833740234375
2020-01-27,74.88040924072266,91.41699981689453,71.32793426513672,214.0523223876953,155.21844482421875
2020-01-28,76.99871826171875,92.6624984741211,72.26304626464844,216.96121215820312,158.26010131835938
2020-01-29,78.61048889160156,92.9000015258789,72.5719223022461,222.38052368164062,160.727783203125
2020-01-30,78.49655151367188,93.53399658203125,72.44985961914062,208.732666015625,165.26153564453125
2020-01-31,75.01615142822266,100.43599700927734,71.38024139404297,201.14166259765625,162.822509765625
2020-02-03,74.81010437011719,100.20999908447266,73.86223602294922,203.41299438476562,166.79196166992188
2020-02-04,77.27986907958984,102.4834976196289,72.00946044921875,209.03150939941406,172.2821807861328
2020-02-05,77.9100341796875,101.99349975585938,72.04134368896484,209.31045532226562,172.07167053222656
2020-02-06,78.82135772705078,102.5114974975586,73.53193664550781,210.04763793945312,175.63941955566406
2020-02-07,77.74996948242188,103.96399688720703,73.6883773803711,211.5220184326172,175.88812255859375
2020-02-10,78.11923217773438,106.69550323486328,75.16053771972656,212.24920654296875,180.48876953125
2020-02-11,77.64791107177734,107.54000091552734,75.23028564453125,206.4015655517578,176.41416931152344
2020-02-12,79.49188995361328,108.0,75.65724182128906,209.95797729492188,176.6724090576172
2020-02-13,78.92581176757812,107.49349975585938,75.39618682861328,212.32891845703125,175.71595764160156
2020-02-14,78.94523620605469,106.74349975585938,75.66221618652344,213.36495971679688,177.2845916748047
2020-02-18,77.49972534179688,107.78350067138672,75.69759368896484,216.97119140625,179.08279418945312
2020-02-19,78.62213134765625,108.51100158691406,75.96810913085938,216.66236877441406,179.61984252929688
2020-02-20,77.81553649902344,107.65499877929688,75.57553100585938,213.76344299316406,176.87684631347656
2020-02-21,76.05420684814453,104.79850006103516,73.90508270263672,209.3801727294922,171.2852783203125
2020-02-24,72.44159698486328,100.4645004272461,70.736572265625,199.9561767578125,163.9002685546875
2020-02-25,69.9878158569336,98.63700103759766,69.06563568115234,196.02122497558594,161.1956024169922
2020-02-26,71.09811401367188,98.97949981689453,69.27238464355469,196.4495849609375,163.20973205566406
2020-02-27,66.4505386352539,94.21499633789062,65.51001739501953,189.0279083251953,151.71009826660156
2020-02-28,66.41165924072266,94.1875,66.72063446044922,191.7375946044922,155.3834686279297
2020-03-02,72.59465026855469,97.69750213623047,69.06563568115234,195.69247436523438,165.72254943847656
2020-03-03,70.28910064697266,95.44950103759766,66.6444091796875,185.18260192871094,157.7812042236328
2020-03-04,73.54943084716797,98.79149627685547,68.83049011230469,191.0302734375,163.57415771484375
2020-03-05,71.16371154785156,96.20149993896484,65.50055694580078,184.46534729003906,159.46920776367188
2020-03-06,70.21864318847656,95.05449676513672,64.55299377441406,180.40087890625,154.96145629882812
2020-03-09,64.66490936279297,90.03050231933594,60.56993103027344,168.85499572753906,144.45933532714844
2020-03-10,69.32218933105469,94.59100341796875,63.52820587158203,177.5119171142578,154.3380584716797
2020-03-11,66.9145736694336,91.04299926757812,60.32630920410156,169.59217834472656,147.3462371826172
2020-03-12,60.30644226074219,83.83049774169922,55.37675476074219,153.88218688964844,133.3721466064453
2020-03-13,67.53166198730469,89.25,60.494205474853516,169.63201904296875,152.33352661132812
2020-03-16,58.84392166137695,84.4574966430664,53.456214904785156,145.45436096191406,129.88104248046875
2020-03-17,61.43129348754883,90.39199829101562,55.70107650756836,148.85140991210938,140.5749969482422
2020-03-18,59.92744445800781,91.5,54.36243438720703,146.40077209472656,134.65736389160156
2020-03-19,59.46828842163086,94.04650115966797,55.38273239135742,152.54730224609375,136.87286376953125
2020-03-20,55.692909240722656,92.30449676513672,53.21757888793945,149.16021728515625,131.73211669921875
2020-03-23,54.509761810302734,95.1415023803711,52.5161247253418,147.5364227294922,130.41810607910156
2020-03-24,59.97848129272461,97.00499725341797,56.29642105102539,160.36740112304688,142.27259826660156
2020-03-25,59.6480598449707,94.29199981689453,54.88204574584961,155.61557006835938,140.91067504882812
2020-03-26,62.786930084228516,97.77449798583984,57.935977935791016,162.71841430664062,149.72476196289062
2020-03-27,60.18741226196289,95.00499725341797,55.31248474121094,156.19332885742188,143.5769805908203
2020-03-30,61.90503692626953,98.19750213623047,57.10847854614258,165.3184814453125,153.67625427246094
2020-03-31,61.7786979675293,97.48600006103516,57.88765335083008,166.16526794433594,151.2593536376953
2020-04-01,58.5280876159668,95.38500213623047,54.90596008300781,158.99267578125,145.8883819580078
2020-04-02,59.50472640991211,95.94149780273438,55.6497688293457,157.5880126953125,148.90956115722656
2020-04-03,58.64955139160156,95.32949829101562,54.43765640258789,153.59327697753906,147.53805541992188
2020-04-06,63.76598358154297,99.87950134277344,58.94581985473633,164.92001342773438,158.51011657714844
2020-04-07,63.027442932128906,100.58000183105469,58.9144287109375,168.18753051757812,156.8029327392578
2020-04-08,64.64060974121094,102.1500015258789,60.132015228271484,173.61679077148438,158.37591552734375
2020-04-09,65.10706329345703,102.13800048828125,60.110591888427734,174.52333068847656,158.3854217529297
2020-04-13,66.38497924804688,108.44349670410156,60.301902770996094,174.12484741210938,158.74029541015625
2020-04-14,69.73760223388672,114.16600036621094,63.03300094604492,177.4919891357422,166.59532165527344
2020-04-15,69.10108947753906,115.38400268554688,62.63793182373047,176.2965545654297,164.8497772216797
2020-04-16,69.65015411376953,120.40950012207031,62.644405364990234,175.57928466796875,169.79869079589844
2020-04-17,68.70508575439453,118.75,63.71901321411133,178.55792236328125,171.294921875
2020-04-20,67.27898406982422,119.68049621582031,62.82973861694336,177.5617218017578,167.8997039794922
2020-04-21,65.19937896728516,116.40599822998047,60.38908767700195,170.15003967285156,160.95582580566406
2020-04-22,67.07733917236328,118.17449951171875,62.693233489990234,181.5863494873047,166.42266845703125
2020-04-23,66.81739044189453,119.97250366210938,63.32892608642578,184.42550659179688,164.4085693359375
2020-04-24,68.74639129638672,120.51100158691406,63.599449157714844,189.34671020507812,167.4105682373047
2020-04-27,68.79498291015625,118.80000305175781,63.313480377197266,186.7864990234375,166.9310302734375
2020-04-28,67.67984771728516,115.7040023803711,61.406898498535156,182.21397399902344,162.8644256591797
2020-04-29,69.90281677246094,118.635498046875,66.8666000366211,193.45103454589844,170.17279052734375
2020-04-30,71.37749481201172,123.69999694824219,67.09178161621094,203.93101501464844,171.87994384765625
2020-05-01,70.22834777832031,114.302001953125,65.62808990478516,201.5002899169922,167.42971801757812
2020-05-04,71.22199249267578,115.79949951171875,65.90608215332031,204.47889709472656,171.52503967285156
2020-05-05,72.29096984863281,115.88999938964844,67.20736694335938,206.28199768066406,173.3665771484375
2020-05-06,73.03681182861328,117.56300354003906,67.02851867675781,207.67669677734375,175.07376098632812
2020-05-07,73.79237365722656,118.38050079345703,68.21670532226562,210.4560546875,176.09039306640625
2020-05-08,75.54875946044922,118.98049926757812,68.96699523925781,211.5419464111328,177.126220703125
2020-05-11,76.73753356933594,120.44999694824219,69.92601013183594,212.3687744140625,179.1019744873047
2020-05-12,75.8605728149414,117.84750366210938,68.5106430053711,209.3004913330078,175.04493713378906
2020-05-13,74.94463348388672,118.39600372314453,67.17298889160156,204.31951904296875,172.39784240722656
2020-05-14,75.405029296875,119.44249725341797,67.59795379638672,206.0229949951172,173.14599609375
2020-05-15,74.95923614501953,120.48899841308594,68.405029296875,210.0775146484375,175.6683807373047
2020-05-18,76.72535705566406,121.31300354003906,69.00884246826172,212.37872314453125,177.34678649902344
2020-05-19,76.28201293945312,122.46649932861328,68.47178649902344,216.0546875,176.119140625
2020-05-20,77.76555633544922,124.89700317382812,70.20350646972656,229.09487915039062,178.56207275390625
2020-05-21,77.18576049804688,122.33699798583984,70.08344268798828,230.5094757080078,176.41729736328125
2020-05-22,77.6827163696289,121.84400177001953,70.40676879882812,234.01608276367188,176.4942626953125
2020-05-26,77.15653228759766,121.09300231933594,70.81179809570312,231.31637573242188,174.62841796875
2020-05-27,77.4926986694336,120.51950073242188,70.75749969482422,228.2680206298828,174.85926818847656
2020-05-28,77.52680969238281,120.05500030517578,70.65586853027344,224.60203552246094,174.4649200439453
2020-05-29,77.45130157470703,122.11849975585938,71.4171142578125,224.2334442138672,176.24420166015625
2020-06-01,78.4037857055664,123.552001953125,71.48435974121094,231.02749633789062,175.8402557373047
2020-06-02,78.76675415039062,123.62049865722656,71.85502624511719,231.8343963623047,177.8407440185547
2020-06-03,79.20037078857422,123.91999816894531,71.70257568359375,229.28416442871094,178.27354431152344
2020-06-04,78.51828002929688,123.02999877929688,70.45957946777344,225.42886352539062,175.92677307128906
2020-06-05,80.75457000732422,124.1500015258789,71.74092864990234,229.891845703125,180.04318237304688
2020-06-08,81.23200988769531,126.2030029296875,72.14048767089844,230.51942443847656,181.15882873535156
2020-06-09,83.79714965820312,130.04299926757812,72.34175109863281,237.76174926757812,182.5437774658203
2020-06-10,85.95306396484375,132.37249755859375,72.9704818725586,235.8291473388672,189.31466674804688
2020-06-11,81.82640838623047,127.89800262451172,69.84182739257812,223.57595825195312,179.1487579345703
2020-06-12,82.53287506103516,127.2509994506836,70.39083099365234,227.71014404296875,180.56256103515625
2020-06-15,83.5535659790039,128.63400268554688,70.78041076660156,231.61524963378906,181.71665954589844
2020-06-16,85.7679214477539,130.7635040283203,72.0622787475586,234.75326538085938,186.169677734375
2020-06-17,85.64855194091797,132.0489959716797,72.36466979980469,234.6337127685547,186.81407165527344
2020-06-18,85.68266296386719,132.69900512695312,71.44700622558594,235.04214477539062,188.81451416015625
2020-06-19,85.1930160522461,133.75050354003906,70.97471618652344,237.8813018798828,187.68923950195312
2020-06-22,87.4219741821289,135.6909942626953,72.27100372314453,238.30966186523438,192.90203857421875
2020-06-23,89.28799438476562,138.2205047607422,72.93460083007812,241.3181915283203,194.19082641601562
2020-06-24,87.71187591552734,136.72000122070312,71.37625885009766,233.12945556640625,190.27639770507812
2020-06-25,88.87628936767578,137.72900390625,71.79473876953125,234.7831268310547,192.68084716796875
2020-06-26,86.14550018310547,134.64349365234375,67.88092041015625,215.2577362060547,188.82412719726562
2020-06-29,88.1308822631836,134.0189971923828,69.60617065429688,219.8003692626953,190.85350036621094
2020-06-30,88.8665542602539,137.9409942626953,70.64639282226562,226.20590209960938,195.72962951660156
2020-07-01,88.6984634399414,143.93499755859375,71.83956909179688,236.6460418701172,196.87411499023438
2020-07-02,88.6984634399414,144.51499938964844,73.23103332519531,232.53175354003906,198.37452697753906
2020-07-06,91.07117462158203,152.8520050048828,74.71166229248047,239.36563110351562,202.64476013183594
2020-07-07,90.78858947753906,150.00599670410156,74.22692108154297,239.94345092773438,200.28839111328125
2020-07-08,92.90306091308594,154.0554962158203,74.908447265625,242.653076171875,204.69334411621094
2020-07-09,93.30258178710938,159.13150024414062,75.65872955322266,243.56956481933594,206.12635803222656
2020-07-10,93.46577453613281,160.0,76.67256164550781,244.1374053955078,205.50119018554688
2020-07-13,93.03461456298828,155.1999969482422,75.3384017944336,238.09051513671875,199.15354919433594
2020-07-14,94.57420349121094,154.1999969482422,75.7683334350586,238.81771850585938,200.38461303710938
2020-07-15,95.22460174560547,150.44349670410156,75.57005310058594,239.36563110351562,200.08644104003906
2020-07-16,94.05287170410156,149.9949951171875,75.472412109375,240.01315307617188,196.1239471435547
2020-07-17,93.86287689208984,148.09849548339844,75.56855773925781,241.10899353027344,195.12374877929688
2020-07-20,95.84092712402344,159.8419952392578,77.90957641601562,244.486083984375,203.51039123535156
2020-07-21,94.51814270019531,156.9145050048828,77.51499938964844,240.83004760742188,200.769287109375
2020-07-22,94.7836685180664,154.99549865722656,77.95988464355469,238.95718383789062,203.6546173095703
2020-07-23,90.4694595336914,149.32749938964844,75.56358337402344,231.71487426757812,194.79672241210938
2020-07-24,90.24536895751953,150.44549560546875,75.13812255859375,229.8320770263672,193.60415649414062
2020-07-27,92.38418579101562,152.760498046875,76.1952896118164,232.61143493652344,196.05661010742188
2020-07-28,90.86653900146484,150.01649475097656,74.91094207763672,229.24429321289062,194.29661560058594
2020-07-29,92.60829162597656,151.67649841308594,75.90035247802734,232.40223693847656,196.2585906982422
2020-07-30,93.7288818359375,152.593994140625,76.64067077636719,233.60763549804688,196.104736328125
2020-07-31,103.54122924804688,158.23399353027344,74.12877655029297,252.70468139648438,197.17230224609375
2020-08-03,106.15023803710938,155.59449768066406,73.8702163696289,251.00120544433594,208.26145935058594
2020-08-04,106.85911560058594,156.94149780273438,73.39891815185547,248.87928771972656,205.1356964111328
2020-08-05,107.24642944335938,160.25149536132812,73.6873779296875,248.17198181152344,204.7991485595703
2020-08-06,110.9881820678711,161.25,74.97570037841797,264.2705078125,208.07876586914062
2020-08-07,108.46479797363281,158.3730010986328,74.64790344238281,267.4184875488281,204.35670471191406
2020-08-10,110.04130554199219,157.4080047607422,74.5706787109375,261.9991760253906,200.28839111328125
2020-08-11,106.76869201660156,154.0334930419922,73.75961303710938,255.15533447265625,195.60458374023438
2020-08-12,110.31707000732422,158.11199951171875,75.08979034423828,258.9010314941406,201.1925048828125
2020-08-13,112.2694091796875,158.05099487304688,75.55859375,260.3056335449219,200.72120666503906
2020-08-14,112.16936492919922,157.4010009765625,74.95977020263672,260.2458801269531,200.91355895996094
2020-08-17,111.8764877319336,159.12049865722656,75.53816986083984,260.1662292480469,202.24081420898438
2020-08-18,112.8087387084961,165.62449645996094,77.50802612304688,261.3417053222656,203.40460205078125
2020-08-19,112.95027923583984,163.0240020751953,76.95154571533203,261.5907287597656,202.1704864501953
2020-08-20,115.45661926269531,164.86849975585938,78.52783203125,267.986328125,206.87527465820312
2020-08-21,121.40636444091797,164.23599243164062,78.49395751953125,265.9939270019531,205.37130737304688
2020-08-24,122.85841369628906,165.3730010986328,78.97122192382812,270.3572692871094,206.0172576904297
2020-08-25,121.85052490234375,167.32449340820312,80.00248718261719,279.7513732910156,208.69747924804688
2020-08-26,123.50757598876953,172.09249877929688,81.9095687866211,302.7535095214844,213.20938110351562
2020-08-27,122.0311279296875,170.0,81.13188934326172,292.1041564941406,218.44444274902344
2020-08-28,121.83345031738281,170.08999633789062,81.67542266845703,292.54248046875,220.69078063964844
2020-08-31,125.96509552001953,172.54800415039062,81.18221282958984,292.08428955078125,217.43211364746094
2020-09-01,130.98260498046875,174.95599365234375,82.45509338378906,294.3157043457031,219.10964965820312
2020-09-02,128.26885986328125,176.57249450683594,85.55933380126953,301.348876953125,223.33236694335938
2020-09-03,117.99951934814453,168.39999389648438,81.18121337890625,290.0121765136719,209.49765014648438
2020-09-04,118.07763671875,164.7310028076172,78.77494049072266,281.65411376953125,206.55715942382812
2020-09-08,110.13159942626953,157.49200439453125,75.90483856201172,270.1281433105469,195.38328552246094
2020-09-09,114.52437591552734,163.4304962158203,77.08206939697266,272.67840576171875,203.70343017578125
2020-09-10,110.7856216430664,158.7554931640625,76.02689361572266,267.06982421875,197.99600219726562
2020-09-11,109.33114624023438,155.81100463867188,75.51425170898438,265.595458984375,196.70411682128906
2020-09-14,112.61106872558594,155.14849853515625,75.16899871826172,265.13720703125,198.0345458984375
2020-09-15,112.78677368164062,157.80650329589844,76.47875213623047,271.3833312988281,201.2835235595703
2020-09-16,109.4580307006836,153.90499877929688,75.3314208984375,262.5171813964844,197.68748474121094
2020-09-17,107.710693359375,150.43649291992188,74.08344268798828,253.85031127929688,195.62432861328125
2020-09-18,104.29408264160156,147.74549865722656,72.29242706298828,251.5690155029297,193.19479370117188
2020-09-21,107.45690155029297,148.02349853515625,71.24872589111328,247.2056884765625,195.267578125
2020-09-22,109.14566040039062,156.44949340820312,72.72735595703125,253.78057861328125,199.97239685058594
2020-09-23,104.56742858886719,149.9929962158203,70.21495819091797,248.0723876953125,193.3876190185547
2020-09-24,105.64122009277344,150.989501953125,70.88602447509766,248.5804443359375,195.89427185058594
2020-09-25,109.60446166992188,154.75650024414062,71.69310760498047,253.85031127929688,200.3580322265625
2020-09-28,112.22059631347656,158.70249938964844,72.66956329345703,255.84271240234375,201.9198760986328
2020-09-29,111.371337890625,157.24400329589844,73.03623962402344,260.7937927246094,199.81813049316406
2020-09-30,113.05034637451172,157.43649291992188,73.01531219482422,260.9033508300781,202.77789306640625
2020-10-01,114.0069808959961,161.06300354003906,74.12628936767578,265.6153564453125,204.83140563964844
2020-10-02,110.32684326171875,156.25,72.5171127319336,258.9508361816406,198.7865447998047
2020-10-05,113.72391510009766,159.9600067138672,73.87370300292969,263.6429138183594,202.82611083984375
2020-10-06,110.4635009765625,154.9980010986328,72.28894805908203,257.6756896972656,198.5166015625
2020-10-07,112.33776092529297,159.7845001220703,72.69348907470703,257.1377258300781,202.29588317871094
2020-10-08,112.2303695678711,159.52749633789062,73.90359497070312,262.75628662109375,203.01893615722656
2020-10-09,114.1827163696289,164.33250427246094,75.24971008300781,263.4436950683594,208.06112670898438
2020-10-12,121.4356460571289,172.14649963378906,77.94692993164062,274.7006530761719,213.45042419433594
2020-10-13,118.21428680419922,172.18150329589844,78.07049560546875,275.0892028808594,214.85801696777344
2020-10-14,118.3021469116211,168.1855010986328,77.88964080810547,270.7856140136719,212.92979431152344
2020-10-15,117.83358764648438,166.9324951171875,77.49258422851562,265.70501708984375,211.77291870117188
2020-10-16,116.18383026123047,163.635498046875,78.10187530517578,264.9180603027344,211.77291870117188
2020-10-19,113.21630096435547,160.36050415039062,76.22119140625,260.4052429199219,206.52821350097656
2020-10-20,114.7098388671875,160.85049438476562,77.27388000488281,266.5418395996094,206.9427947998047
2020-10-21,114.08509063720703,159.2469940185547,79.01307678222656,277.6693420410156,207.08741760253906
2020-10-22,112.99179077148438,158.82000732421875,80.04283142089844,277.0616455078125,207.17416381835938
2020-10-23,112.29869842529297,160.22000122070312,81.35408782958984,283.7062683105469,208.466064453125
2020-10-26,112.30846405029297,160.3520050048828,78.92837524414062,276.0554504394531,202.53683471679688
2020-10-27,113.82154083251953,164.31649780273438,79.65524291992188,282.21197509765625,205.59304809570312
2020-10-28,108.55020141601562,158.13900756835938,75.26715087890625,266.65142822265625,195.40257263183594
2020-10-29,112.57202911376953,160.55050659179688,77.56282806396484,279.76129150390625,197.36932373046875
2020-10-30,106.26596069335938,151.8074951171875,80.51362609863281,262.1087341308594,195.2001495361328
2020-11-02,106.17811584472656,150.2239990234375,80.92265319824219,260.3653869628906,195.06512451171875
2020-11-03,107.80830383300781,152.42050170898438,81.98579406738281,264.2903747558594,199.01788330078125
2020-11-04,112.21084594726562,162.05799865722656,86.97720336914062,286.2864074707031,208.62033081054688
2020-11-05,116.19359588623047,166.10000610351562,87.80669403076172,293.5586242675781,215.27256774902344
2020-11-06,116.06159973144531,165.56849670410156,87.66869354248047,292.29345703125,215.6871337890625
2020-11-09,113.74409484863281,157.18699645996094,87.75289154052734,277.7091979980469,210.5485076904297
2020-11-10,113.40184783935547,151.75100708007812,86.57217407226562,271.3932800292969,203.4334716796875
2020-11-11,116.84390258789062,156.8695068359375,87.04595184326172,275.4278869628906,208.7745819091797
2020-11-12,116.57009887695312,155.51400756835938,86.82624816894531,274.0332336425781,207.70440673828125
2020-11-13,116.61898803710938,156.4405059814453,88.29293060302734,275.8961181640625,208.73599243164062
2020-11-16,117.6359634399414,156.55299377441406,88.38111114501953,277.8984680175781,209.43014526367188
2020-11-17,116.74610900878906,156.7830047607422,87.76484680175781,273.9534912109375,206.75961303710938
2020-11-18,115.41622924804688,155.2729949951172,86.71764373779297,270.93505859375,204.0337677001953
2020-11-19,116.0127182006836,155.8509979248047,87.61090087890625,271.9013671875,205.3290252685547
2020-11-20,114.74150848388672,154.97000122070312,86.50540924072266,268.6736755371094,203.36679077148438
2020-11-23,111.32878875732422,154.91949462890625,86.06600189208984,267.4085388183594,203.0961456298828
2020-11-24,112.61957550048828,155.9029998779297,87.8764419555664,275.8662109375,206.72096252441406
2020-11-25,113.46051025390625,159.2534942626953,87.88789367675781,274.5412902832031,206.7306365966797
2020-11-27,114.00810241699219,159.76699829101562,89.02826690673828,276.7528076171875,208.0452117919922
2020-11-30,116.41364288330078,158.40199279785156,87.40315246582031,275.916015625,206.92396545410156
2020-12-01,120.00235748291016,161.00399780273438,89.44375610351562,285.45953369140625,208.99249267578125
2020-12-02,120.35438537597656,160.17649841308594,90.91890716552734,286.4259033203125,208.1805419921875
2020-12-03,120.21749114990234,159.3365020751953,90.76298522949219,280.7774658203125,207.08827209472656
2020-12-04,119.54276275634766,158.12899780273438,90.85862731933594,278.63568115234375,207.2042694091797
2020-12-07,121.00955200195312,157.89999389648438,90.52335357666016,284.4932556152344,207.13658142089844
2020-12-08,121.62559509277344,158.864501953125,90.23937225341797,282.3215026855469,208.79916381835938
2020-12-09,119.08318328857422,155.2100067138672,88.57191467285156,276.8623962402344,204.729736328125
2020-12-10,120.51085662841797,155.07449340820312,88.06327056884766,276.0654296875,203.49241638183594
2020-12-11,119.69923400878906,155.8209991455078,88.41947174072266,272.509033203125,206.14093017578125
2020-12-14,119.08318328857422,157.84849548339844,87.29653930664062,273.1465759277344,207.0496063232422
2020-12-15,125.04808044433594,158.25599670410156,87.73594665527344,274.50140380859375,206.98193359375
2020-12-16,124.97964477539062,162.04800415039062,87.54214477539062,274.6209716796875,211.9600067138672
2020-12-17,125.84992980957031,161.8040008544922,86.71116638183594,273.43548583984375,212.09532165527344
2020-12-18,123.8551254272461,160.08250427246094,85.9992446899414,275.3481750488281,211.29306030273438
2020-12-21,125.39035034179688,160.3090057373047,86.41473388671875,271.751953125,215.15953063964844
2020-12-22,128.9595184326172,160.3260040283203,85.70033264160156,266.0736083984375,216.46446228027344
2020-12-23,128.05990600585938,159.2635040283203,86.09938049316406,267.0897216796875,213.64193725585938
2020-12-24,129.0475311279297,158.63450622558594,86.39481353759766,266.3824462890625,215.31417846679688
2020-12-28,133.66299438476562,164.197998046875,88.37761688232422,275.9458923339844,217.450439453125
2020-12-29,131.88330078125,166.10000610351562,87.57054901123047,275.72674560546875,216.6674346923828
2020-12-30,130.75877380371094,164.29249572753906,86.49893951416016,270.83544921875,214.27987670898438
2020-12-31,129.75157165527344,162.84649658203125,87.31548309326172,272.1205139160156,214.9951934814453
2021-01-04,126.5442123413086,159.3314971923828,85.99476623535156,267.91656494140625,210.423095703125
2021-01-05,128.1088104248047,160.92550659179688,86.6882553100586,269.9388732910156,210.62606811523438
2021-01-06,123.79643249511719,156.91900634765625,85.83283996582031,262.3079833984375,205.16468811035156
2021-01-07,128.020751953125,158.10800170898438,88.39656829833984,267.7173156738281,211.0030517578125
2021-01-08,129.12576293945312,159.13499450683594,89.56681823730469,266.5517883300781,212.28868103027344
2021-01-11,126.12372589111328,155.7104949951172,87.497314453125,255.8626251220703,210.22976684570312
2021-01-12,125.9477310180664,156.04150390625,86.5577163696289,250.13449096679688,207.75521850585938
2021-01-13,127.99143981933594,158.29449462890625,87.04695129394531,250.6824188232422,209.11814880371094
2021-01-14,126.05529022216797,156.37350463867188,86.2333984375,244.7052459716797,205.90896606445312
2021-01-15,124.32450103759766,155.21249389648438,86.0689926147461,250.40347290039062,205.55133056640625
2021-01-19,124.99920654296875,156.03799438476562,88.90122985839844,260.1064147949219,209.21484375
2021-01-20,129.10618591308594,163.16900634765625,93.66395568847656,266.4621276855469,216.85110473632812
2021-01-21,133.83901977539062,165.34950256347656,93.86722564697266,271.8315734863281,217.46006774902344
2021-01-22,135.99029541015625,164.6114959716797,94.28620147705078,273.4554138183594,218.40736389160156
2021-01-25,139.75502014160156,164.6999969482422,94.37188720703125,276.9520568847656,221.86785888671875
2021-01-26,139.98971557617188,166.30650329589844,95.05292510986328,280.9766540527344,224.5743865966797
2021-01-27,138.9140625,161.62899780273438,90.61849975585938,271.1044006347656,225.12533569335938
